id,title,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,title_new,team_short
87,Liverpool,a,1.32047,0.817935,1.32047,0.817935,"{'att': 101, 'def': 20}","{'att': 403, 'def': 15}",10,3,0,0,1.7947,d,2020-12-30,0,1,0,1,0.5025350000000001,Liverpool,LIV
87,Liverpool,a,1.37204,0.500436,1.37204,0.500436,"{'att': 185, 'def': 31}","{'att': 368, 'def': 19}",21,2,0,1,2.1035,l,2021-01-04,0,0,1,0,0.8716039999999999,Liverpool,LIV
87,Liverpool,h,1.20205,1.18929,1.20205,1.18929,"{'att': 190, 'def': 35}","{'att': 366, 'def': 19}",17,5,0,0,1.3448,d,2021-01-17,0,1,0,1,0.012760000000000105,Liverpool,LIV
87,Liverpool,h,1.64907,1.08059,1.64907,0.319419,"{'att': 122, 'def': 14}","{'att': 318, 'def': 11}",20,4,0,1,1.7749,l,2021-01-21,0,0,1,0,1.3296510000000001,Liverpool,LIV
87,Liverpool,a,2.58798,0.104586,2.58798,0.104586,"{'att': 364, 'def': 25}","{'att': 311, 'def': 21}",11,0,3,1,2.9502,w,2021-01-28,1,0,0,3,2.483394,Liverpool,LIV
87,Liverpool,a,2.05809,0.883061,2.05809,0.883061,"{'att': 209, 'def': 17}","{'att': 462, 'def': 11}",13,2,3,1,2.2973,w,2021-01-31,1,0,0,3,1.1750289999999999,Liverpool,LIV
87,Liverpool,h,1.09518,1.18977,1.09518,1.18977,"{'att': 225, 'def': 21}","{'att': 349, 'def': 12}",11,1,0,1,1.241,l,2021-02-03,0,0,1,0,-0.09458999999999995,Liverpool,LIV
87,Liverpool,h,1.17728,3.55196,0.416109,2.79079,"{'att': 326, 'def': 30}","{'att': 392, 'def': 19}",6,4,1,4,0.065,l,2021-02-07,0,0,1,0,-2.374681,Liverpool,LIV
87,Liverpool,a,1.68325,2.07383,1.68325,2.07383,"{'att': 227, 'def': 30}","{'att': 310, 'def': 23}",12,2,1,3,1.0683,l,2021-02-13,0,0,1,0,-0.39058000000000015,Liverpool,LIV
87,Liverpool,h,1.54046,2.01468,1.54046,1.25352,"{'att': 130, 'def': 20}","{'att': 379, 'def': 18}",14,1,0,2,1.0014,l,2021-02-20,0,0,1,0,0.28694,Liverpool,LIV
87,Liverpool,a,2.80551,0.777149,2.80551,0.777149,"{'att': 192, 'def': 15}","{'att': 358, 'def': 19}",6,3,2,0,2.6454999999999997,w,2021-02-28,1,0,0,3,2.028361,Liverpool,LIV
87,Liverpool,h,0.247034,1.22635,0.247034,1.22635,"{'att': 383, 'def': 32}","{'att': 376, 'def': 30}",10,12,0,1,0.4597,l,2021-03-04,0,0,1,0,-0.9793160000000001,Liverpool,LIV
88,Manchester City,a,2.07651,0.727677,1.31535,0.727677,"{'att': 228, 'def': 30}","{'att': 430, 'def': 14}",9,3,3,1,2.4074,w,2020-09-21,1,0,0,3,0.587673,Man City,MCI
88,Manchester City,h,1.44633,2.86721,1.44633,0.583704,"{'att': 144, 'def': 27}","{'att': 301, 'def': 12}",5,3,2,5,0.4174,l,2020-09-27,0,0,1,0,0.8626259999999999,Man City,MCI
88,Manchester City,a,1.41533,2.56662,1.41533,2.56662,"{'att': 273, 'def': 24}","{'att': 188, 'def': 24}",10,5,1,1,0.6604,d,2020-10-03,0,1,0,1,-1.15129,Man City,MCI
88,Manchester City,h,1.43023,0.838322,1.43023,0.838322,"{'att': 311, 'def': 23}","{'att': 346, 'def': 17}",7,3,1,0,1.8735,w,2020-10-17,1,0,0,3,0.5919079999999999,Man City,MCI
88,Manchester City,a,0.892456,0.263739,0.892456,0.263739,"{'att': 157, 'def': 12}","{'att': 406, 'def': 20}",13,2,1,1,1.9364,d,2020-10-24,0,1,0,1,0.628717,Man City,MCI
88,Manchester City,a,1.89643,0.687544,1.89643,0.687544,"{'att': 188, 'def': 12}","{'att': 449, 'def': 24}",9,3,1,0,2.3649,w,2020-10-31,1,0,0,3,1.2088860000000001,Man City,MCI
88,Manchester City,h,1.58487,1.18789,0.823706,0.426723,"{'att': 289, 'def': 26}","{'att': 363, 'def': 12}",4,8,1,1,1.7367,d,2020-11-08,0,1,0,1,0.39698300000000003,Man City,MCI
88,Manchester City,a,1.66325,0.761142,1.66325,0.761142,"{'att': 164, 'def': 25}","{'att': 295, 'def': 20}",9,2,0,2,2.0777,l,2020-11-21,0,0,1,0,0.9021079999999999,Man City,MCI
88,Manchester City,h,2.26129,0.419877,2.26129,0.419877,"{'att': 135, 'def': 16}","{'att': 448, 'def': 14}",13,4,5,0,2.6159,w,2020-11-28,1,0,0,3,1.8414129999999997,Man City,MCI
88,Manchester City,h,3.26328,0.287444,2.50211,0.287444,"{'att': 192, 'def': 30}","{'att': 501, 'def': 20}",14,0,2,0,2.9275,w,2020-12-05,1,0,0,3,2.2146660000000002,Man City,MCI
88,Manchester City,a,1.28434,0.591617,1.28434,0.591617,"{'att': 352, 'def': 19}","{'att': 353, 'def': 22}",11,5,0,0,1.9816,d,2020-12-12,0,1,0,1,0.6927230000000001,Man City,MCI
88,Manchester City,h,2.58593,0.210243,2.58593,0.210243,"{'att': 97, 'def': 14}","{'att': 315, 'def': 9}",16,0,1,1,2.8155999999999994,d,2020-12-15,0,1,0,1,2.3756869999999997,Man City,MCI
88,Manchester City,a,1.15599,0.586972,1.15599,0.586972,"{'att': 314, 'def': 24}","{'att': 340, 'def': 28}",8,7,1,0,1.8958,w,2020-12-19,1,0,0,3,0.569018,Man City,MCI
88,Manchester City,h,3.19575,0.200953,3.19575,0.200953,"{'att': 137, 'def': 10}","{'att': 493, 'def': 18}",18,2,2,0,2.9400999999999997,w,2020-12-26,1,0,0,3,2.9947969999999997,Man City,MCI
88,Manchester City,a,3.18063,0.691013,3.18063,0.691013,"{'att': 402, 'def': 30}","{'att': 338, 'def': 25}",11,6,3,1,2.7748,w,2021-01-03,1,0,0,3,2.489617,Man City,MCI
88,Manchester City,h,2.90855,0.177084,2.14738,0.177084,"{'att': 218, 'def': 20}","{'att': 370, 'def': 21}",13,4,1,0,2.9069000000000003,w,2021-01-13,1,0,0,3,1.970296,Man City,MCI
88,Manchester City,h,0.961088,0.0515836,0.961088,0.0515836,"{'att': 155, 'def': 30}","{'att': 411, 'def': 5}",5,3,4,0,2.2645,w,2021-01-17,1,0,0,3,0.9095044000000001,Man City,MCI
88,Manchester City,h,3.34385,0.601768,2.58268,0.601768,"{'att': 140, 'def': 17}","{'att': 312, 'def': 14}",21,3,2,0,2.8503000000000003,w,2021-01-20,1,0,0,3,1.980912,Man City,MCI
88,Manchester City,a,2.24838,0.568258,2.24838,0.568258,"{'att': 118, 'def': 15}","{'att': 486, 'def': 18}",15,3,5,0,2.6637,w,2021-01-26,1,0,0,3,1.680122,Man City,MCI
88,Manchester City,h,1.53116,0.154537,1.53116,0.154537,"{'att': 154, 'def': 15}","{'att': 425, 'def': 12}",6,6,1,0,2.6496,w,2021-01-30,1,0,0,3,1.3766230000000002,Man City,MCI
88,Manchester City,a,2.12153,0.0489155,2.12153,0.0489155,"{'att': 155, 'def': 13}","{'att': 437, 'def': 14}",12,5,2,0,2.8528000000000002,w,2021-02-03,1,0,0,3,2.0726145,Man City,MCI
88,Manchester City,a,3.55196,1.17728,2.79079,0.416109,"{'att': 392, 'def': 19}","{'att': 326, 'def': 30}",4,6,4,1,2.8931,w,2021-02-07,1,0,0,3,2.374681,Man City,MCI
88,Manchester City,h,2.46219,0.4235,1.70102,0.4235,"{'att': 296, 'def': 31}","{'att': 393, 'def': 20}",17,1,3,0,2.7367,w,2021-02-13,1,0,0,3,1.27752,Man City,MCI
88,Manchester City,a,1.23218,1.04664,1.23218,1.04664,"{'att': 173, 'def': 17}","{'att': 432, 'def': 16}",9,2,3,1,1.3965,w,2021-02-17,1,0,0,3,0.18554000000000004,Man City,MCI
88,Manchester City,a,2.08868,0.331188,2.08868,0.331188,"{'att': 314, 'def': 19}","{'att': 302, 'def': 18}",7,6,1,0,2.6313000000000004,w,2021-02-21,1,0,0,3,1.757492,Man City,MCI
88,Manchester City,h,0.760574,1.92892,0.760574,1.92892,"{'att': 239, 'def': 20}","{'att': 354, 'def': 16}",5,2,2,1,0.3903,w,2021-02-27,1,0,0,3,-1.168346,Man City,MCI
88,Manchester City,h,3.26196,0.318824,3.26196,0.318824,"{'att': 198, 'def': 28}","{'att': 452, 'def': 13}",20,1,4,1,2.9046000000000003,w,2021-03-02,1,0,0,3,2.943136,Man City,MCI
89,Manchester United,h,1.09737,1.91456,1.09737,1.15339,"{'att': 86, 'def': 26}","{'att': 299, 'def': 22}",9,4,1,3,0.7463000000000001,l,2020-09-19,0,0,1,0,-0.05601999999999996,Man Utd,MUN
89,Manchester United,a,1.57583,2.97659,0.814659,2.21546,"{'att': 267, 'def': 24}","{'att': 239, 'def': 36}",6,10,3,2,0.483,w,2020-09-26,1,0,0,3,-1.4008010000000002,Man Utd,MUN
89,Manchester United,h,0.873435,3.3017,0.112267,2.54054,"{'att': 477, 'def': 24}","{'att': 227, 'def': 34}",3,8,1,6,0.13019999999999998,l,2020-10-04,0,0,1,0,-2.428273,Man Utd,MUN
89,Manchester United,a,2.21729,0.867496,1.45612,0.867496,"{'att': 206, 'def': 34}","{'att': 340, 'def': 28}",12,3,4,1,2.3800999999999997,w,2020-10-17,1,0,0,3,0.588624,Man Utd,MUN
89,Manchester United,h,0.648427,0.219906,0.648427,0.219906,"{'att': 375, 'def': 17}","{'att': 323, 'def': 22}",6,1,0,0,1.7338,d,2020-10-24,0,1,0,1,0.428521,Man Utd,MUN
89,Manchester United,h,0.394113,0.998072,0.394113,0.236903,"{'att': 300, 'def': 17}","{'att': 320, 'def': 27}",10,7,0,1,0.6194,l,2020-11-01,0,0,1,0,0.15721,Man Utd,MUN
89,Manchester United,a,1.59642,0.376464,1.59642,0.376464,"{'att': 319, 'def': 26}","{'att': 254, 'def': 20}",7,9,3,1,2.3794,w,2020-11-07,1,0,0,3,1.2199559999999998,Man Utd,MUN
89,Manchester United,h,2.42994,0.438646,1.66881,0.438646,"{'att': 221, 'def': 29}","{'att': 324, 'def': 30}",20,2,1,0,2.7444,w,2020-11-21,1,0,0,3,1.2301639999999998,Man Utd,MUN
89,Manchester United,a,2.47547,0.498783,2.47547,0.498783,"{'att': 335, 'def': 28}","{'att': 287, 'def': 27}",9,0,3,2,2.6621,w,2020-11-29,1,0,0,3,1.976687,Man Utd,MUN
89,Manchester United,a,1.78708,2.53006,1.78708,2.53006,"{'att': 212, 'def': 16}","{'att': 402, 'def': 23}",6,5,3,1,0.8968,w,2020-12-05,1,0,0,3,-0.7429800000000002,Man Utd,MUN
89,Manchester United,h,0.591617,1.28434,0.591617,1.28434,"{'att': 353, 'def': 22}","{'att': 352, 'def': 19}",5,11,0,0,0.7336,d,2020-12-12,0,1,0,1,-0.6927230000000001,Man Utd,MUN
89,Manchester United,a,1.78667,1.23525,1.78667,1.23525,"{'att': 146, 'def': 14}","{'att': 312, 'def': 29}",6,10,3,2,1.8209,w,2020-12-17,1,0,0,3,0.55142,Man Utd,MUN
89,Manchester United,h,4.77743,1.63467,4.01626,1.63467,"{'att': 283, 'def': 18}","{'att': 175, 'def': 15}",12,5,6,2,2.7870999999999997,w,2020-12-20,1,0,0,3,2.38159,Man Utd,MUN
89,Manchester United,a,2.08423,1.0396,2.08423,1.0396,"{'att': 287, 'def': 31}","{'att': 279, 'def': 27}",6,1,2,2,2.1586,d,2020-12-26,0,1,0,1,1.0446299999999997,Man Utd,MUN
89,Manchester United,h,1.48207,0.411046,1.48207,0.411046,"{'att': 252, 'def': 23}","{'att': 290, 'def': 11}",10,3,1,0,2.4391,w,2020-12-29,1,0,0,3,1.071024,Man Utd,MUN
89,Manchester United,h,2.46473,1.56434,1.70357,1.56434,"{'att': 213, 'def': 28}","{'att': 214, 'def': 20}",10,5,2,1,1.988,w,2021-01-01,1,0,0,3,0.13922999999999996,Man Utd,MUN
89,Manchester United,a,1.23996,0.648582,1.23996,0.648582,"{'att': 157, 'def': 18}","{'att': 273, 'def': 25}",15,5,1,0,1.8329,w,2021-01-12,1,0,0,3,0.591378,Man Utd,MUN
89,Manchester United,a,1.18929,1.20205,1.18929,1.20205,"{'att': 366, 'def': 19}","{'att': 190, 'def': 35}",5,17,0,0,1.3472,d,2021-01-17,0,1,0,1,-0.012760000000000105,Man Utd,MUN
89,Manchester United,a,1.68401,0.753669,1.68401,0.753669,"{'att': 242, 'def': 33}","{'att': 338, 'def': 19}",7,4,2,1,2.133,w,2021-01-20,1,0,0,3,0.930341,Man Utd,MUN
89,Manchester United,h,0.9931,0.689548,0.9931,0.689548,"{'att': 108, 'def': 19}","{'att': 445, 'def': 26}",11,3,1,2,1.572,l,2021-01-27,0,0,1,0,0.30355199999999993,Man Utd,MUN
89,Manchester United,a,1.51332,0.747166,1.51332,0.747166,"{'att': 231, 'def': 20}","{'att': 299, 'def': 16}",8,2,0,0,2.053,d,2021-01-30,0,1,0,1,0.766154,Man Utd,MUN
89,Manchester United,h,5.0325,0.507893,4.27133,0.507893,"{'att': 123, 'def': 27}","{'att': 232, 'def': 16}",23,2,9,0,2.9823,w,2021-02-02,1,0,0,3,3.7634369999999997,Man Utd,MUN
89,Manchester United,h,1.71769,1.5571,1.71769,1.5571,"{'att': 256, 'def': 24}","{'att': 351, 'def': 10}",6,3,3,3,1.4781,d,2021-02-06,0,1,0,1,0.16059,Man Utd,MUN
89,Manchester United,a,0.423885,0.945964,0.423885,0.945964,"{'att': 111, 'def': 14}","{'att': 307, 'def': 12}",9,3,1,1,0.7859,d,2021-02-14,0,1,0,1,-0.522079,Man Utd,MUN
89,Manchester United,h,1.7256,0.341778,0.964431,0.341778,"{'att': 115, 'def': 18}","{'att': 380, 'def': 17}",10,1,3,1,2.5411,w,2021-02-21,1,0,0,3,0.622653,Man Utd,MUN
89,Manchester United,a,0.35954,1.17294,0.35954,1.17294,"{'att': 348, 'def': 34}","{'att': 227, 'def': 26}",4,1,0,0,0.5571999999999999,d,2021-02-28,0,1,0,1,-0.8134000000000001,Man Utd,MUN
89,Manchester United,a,0.584016,0.742397,0.584016,0.742397,"{'att': 204, 'def': 19}","{'att': 313, 'def': 19}",8,3,0,0,1.1122999999999998,d,2021-03-03,0,1,0,1,-0.158381,Man Utd,MUN
92,Burnley,a,1.52404,0.987365,1.52404,0.987365,"{'att': 338, 'def': 21}","{'att': 127, 'def': 17}",6,14,2,4,1.7849,l,2020-09-20,0,0,1,0,0.536675,Burnley,BUR
92,Burnley,h,0.347136,0.706632,0.347136,0.706632,"{'att': 230, 'def': 28}","{'att': 275, 'def': 20}",9,6,0,1,0.8712,l,2020-09-26,0,0,1,0,-0.35949600000000004,Burnley,BUR
92,Burnley,a,0.438849,1.95629,0.438849,1.19512,"{'att': 226, 'def': 24}","{'att': 249, 'def': 12}",10,4,1,3,0.25229999999999997,l,2020-10-03,0,0,1,0,-0.7562709999999999,Burnley,BUR
92,Burnley,a,1.08532,0.731692,1.08532,0.731692,"{'att': 253, 'def': 19}","{'att': 165, 'def': 20}",2,3,0,0,1.6791,d,2020-10-19,0,1,0,1,0.35362800000000005,Burnley,BUR
92,Burnley,h,0.95045,0.797344,0.95045,0.797344,"{'att': 342, 'def': 23}","{'att': 176, 'def': 18}",4,6,0,1,1.4596,l,2020-10-26,0,0,1,0,0.15310599999999996,Burnley,BUR
92,Burnley,h,0.407341,1.23077,0.407341,1.23077,"{'att': 440, 'def': 26}","{'att': 206, 'def': 23}",1,12,0,3,0.6019,l,2020-10-31,0,0,1,0,-0.823429,Burnley,BUR
92,Burnley,a,0.326933,1.59022,0.326933,1.59022,"{'att': 277, 'def': 20}","{'att': 221, 'def': 22}",2,16,0,0,0.4023,d,2020-11-06,0,1,0,1,-1.263287,Burnley,BUR
92,Burnley,h,1.75343,1.28331,1.75343,1.28331,"{'att': 255, 'def': 22}","{'att': 224, 'def': 14}",7,7,1,0,1.7437999999999998,w,2020-11-23,1,0,0,3,0.4701200000000001,Burnley,BUR
92,Burnley,a,0.419877,2.26129,0.419877,2.26129,"{'att': 448, 'def': 14}","{'att': 135, 'def': 16}",4,13,0,5,0.2558,l,2020-11-28,0,0,1,0,-1.8414129999999997,Burnley,BUR
92,Burnley,h,0.730434,2.28139,0.730434,2.28139,"{'att': 377, 'def': 23}","{'att': 210, 'def': 28}",6,10,1,1,0.3051,d,2020-12-05,0,1,0,1,-1.550956,Burnley,BUR
92,Burnley,a,0.815375,1.85362,0.815375,1.85362,"{'att': 297, 'def': 20}","{'att': 152, 'def': 16}",3,11,1,0,0.6237,w,2020-12-13,1,0,0,3,-1.038245,Burnley,BUR
92,Burnley,a,0.316737,1.81142,0.316737,1.81142,"{'att': 179, 'def': 31}","{'att': 111, 'def': 21}",1,9,0,0,0.3368,d,2020-12-17,0,1,0,1,-1.494683,Burnley,BUR
92,Burnley,h,1.20465,1.45722,1.20465,0.696055,"{'att': 253, 'def': 18}","{'att': 91, 'def': 20}",6,4,2,1,1.1299,w,2020-12-21,1,0,0,3,0.508595,Burnley,BUR
92,Burnley,a,1.54591,2.13271,1.54591,1.37154,"{'att': 263, 'def': 22}","{'att': 143, 'def': 14}",10,6,0,1,0.8887,l,2020-12-27,0,0,1,0,0.17436999999999991,Burnley,BUR
92,Burnley,h,0.973831,0.492578,0.973831,0.492578,"{'att': 248, 'def': 20}","{'att': 156, 'def': 19}",7,3,1,0,1.8470000000000002,w,2020-12-29,1,0,0,3,0.481253,Burnley,BUR
92,Burnley,h,0.648582,1.23996,0.648582,1.23996,"{'att': 273, 'def': 25}","{'att': 157, 'def': 18}",5,15,0,1,0.8648,l,2021-01-12,0,0,1,0,-0.591378,Burnley,BUR
92,Burnley,a,0.395668,1.73397,0.395668,1.73397,"{'att': 174, 'def': 19}","{'att': 202, 'def': 21}",5,4,0,1,0.3484,l,2021-01-16,0,0,1,0,-1.338302,Burnley,BUR
92,Burnley,a,1.08059,1.64907,0.319419,1.64907,"{'att': 318, 'def': 11}","{'att': 122, 'def': 14}",4,20,1,0,0.9483999999999999,w,2021-01-21,1,0,0,3,-1.3296510000000001,Burnley,BUR
92,Burnley,h,0.717681,2.70718,0.717681,2.70718,"{'att': 242, 'def': 30}","{'att': 97, 'def': 8}",2,7,3,2,0.2224,w,2021-01-27,1,0,0,3,-1.9894990000000001,Burnley,BUR
92,Burnley,a,0.390714,1.4405,0.390714,1.4405,"{'att': 393, 'def': 23}","{'att': 127, 'def': 20}",4,23,0,2,0.5115000000000001,l,2021-01-31,0,0,1,0,-1.0497859999999999,Burnley,BUR
92,Burnley,h,0.0489155,2.12153,0.0489155,2.12153,"{'att': 437, 'def': 14}","{'att': 155, 'def': 13}",5,12,0,2,0.0766,l,2021-02-03,0,0,1,0,-2.0726145,Burnley,BUR
92,Burnley,h,1.88934,0.612682,1.88934,0.612682,"{'att': 216, 'def': 12}","{'att': 229, 'def': 18}",13,5,1,1,2.3692,d,2021-02-06,0,1,0,1,1.276658,Burnley,BUR
92,Burnley,a,1.95502,0.645616,1.95502,0.645616,"{'att': 195, 'def': 25}","{'att': 167, 'def': 29}",4,10,3,0,2.3651999999999997,w,2021-02-13,1,0,0,3,1.309404,Burnley,BUR
92,Burnley,h,1.20642,0.594471,1.20642,0.594471,"{'att': 264, 'def': 25}","{'att': 180, 'def': 14}",5,4,1,1,1.9351000000000003,d,2021-02-17,0,1,0,1,0.6119490000000001,Burnley,BUR
92,Burnley,h,0.535153,1.71922,0.535153,1.71922,"{'att': 111, 'def': 25}","{'att': 190, 'def': 10}",3,4,0,0,0.3362,d,2021-02-20,0,1,0,1,-1.184067,Burnley,BUR
92,Burnley,a,0.603212,2.35788,0.603212,2.35788,"{'att': 420, 'def': 34}","{'att': 235, 'def': 11}",7,4,0,4,0.29479999999999995,l,2021-02-28,0,0,1,0,-1.7546680000000001,Burnley,BUR
92,Burnley,h,1.26793,1.24109,1.26793,1.24109,"{'att': 339, 'def': 18}","{'att': 133, 'def': 14}",7,6,1,1,1.392,d,2021-03-03,0,1,0,1,0.026839999999999975,Burnley,BUR
220,Brighton,h,1.44281,1.27062,1.44281,0.509456,"{'att': 271, 'def': 29}","{'att': 292, 'def': 23}",3,6,1,3,1.4766,l,2020-09-14,0,0,1,0,0.9333539999999999,Brighton,BHA
220,Brighton,a,1.8766,0.520678,1.11546,0.520678,"{'att': 206, 'def': 19}","{'att': 251, 'def': 21}",3,3,3,0,2.5109,w,2020-09-20,1,0,0,3,0.5947819999999999,Brighton,BHA
220,Brighton,h,2.97659,1.57583,2.21546,0.814659,"{'att': 239, 'def': 36}","{'att': 267, 'def': 24}",10,6,2,3,2.3391,l,2020-09-26,0,0,1,0,1.4008010000000002,Brighton,BHA
220,Brighton,a,1.16568,2.34034,1.16568,2.34034,"{'att': 275, 'def': 30}","{'att': 299, 'def': 33}",7,10,2,4,0.5306,l,2020-10-03,0,0,1,0,-1.1746599999999998,Brighton,BHA
220,Brighton,a,1.0935,0.761169,1.0935,0.0,"{'att': 147, 'def': 23}","{'att': 299, 'def': 22}",7,1,1,1,1.5263,d,2020-10-18,0,1,0,1,1.0935,Brighton,BHA
220,Brighton,h,0.546807,0.295654,0.546807,0.295654,"{'att': 257, 'def': 24}","{'att': 274, 'def': 19}",4,4,1,1,1.5782999999999998,d,2020-10-26,0,1,0,1,0.25115300000000007,Brighton,BHA
220,Brighton,a,0.324457,1.97236,0.324457,1.21119,"{'att': 207, 'def': 14}","{'att': 287, 'def': 30}",7,3,1,2,0.19219999999999998,l,2020-11-01,0,0,1,0,-0.886733,Brighton,BHA
220,Brighton,h,1.59022,0.326933,1.59022,0.326933,"{'att': 221, 'def': 22}","{'att': 277, 'def': 20}",16,2,0,0,2.3829,d,2020-11-06,0,1,0,1,1.263287,Brighton,BHA
220,Brighton,a,1.50038,1.76514,1.50038,1.76514,"{'att': 208, 'def': 17}","{'att': 257, 'def': 14}",4,6,2,1,1.1105,w,2020-11-21,1,0,0,3,-0.2647599999999999,Brighton,BHA
220,Brighton,h,2.30722,0.28109,0.784881,0.28109,"{'att': 289, 'def': 23}","{'att': 207, 'def': 22}",3,1,1,1,2.8297999999999996,d,2020-11-28,0,1,0,1,0.5037910000000001,Brighton,BHA
220,Brighton,h,2.03376,1.34801,1.27259,0.586839,"{'att': 206, 'def': 22}","{'att': 188, 'def': 31}",9,5,1,2,1.9165999999999999,l,2020-12-07,0,0,1,0,0.6857510000000001,Brighton,BHA
220,Brighton,a,0.791673,1.64351,0.791673,1.64351,"{'att': 263, 'def': 28}","{'att': 248, 'def': 19}",5,11,0,3,0.6848,l,2020-12-13,0,0,1,0,-0.8518370000000001,Brighton,BHA
220,Brighton,a,0.462456,1.00448,0.462456,1.00448,"{'att': 203, 'def': 27}","{'att': 250, 'def': 22}",4,5,0,0,0.7453000000000001,d,2020-12-16,0,1,0,1,-0.5420240000000001,Brighton,BHA
220,Brighton,h,2.90097,1.03713,2.90097,1.03713,"{'att': 76, 'def': 10}","{'att': 266, 'def': 11}",14,4,1,1,2.5735,d,2020-12-20,0,1,0,1,1.86384,Brighton,BHA
220,Brighton,a,1.50551,1.38877,1.50551,1.38877,"{'att': 198, 'def': 19}","{'att': 333, 'def': 18}",5,6,2,2,1.4502,d,2020-12-27,0,1,0,1,0.11673999999999984,Brighton,BHA
220,Brighton,h,0.799368,1.31394,0.799368,1.31394,"{'att': 330, 'def': 15}","{'att': 293, 'def': 14}",6,3,0,1,0.8689,l,2020-12-29,0,0,1,0,-0.5145720000000001,Brighton,BHA
220,Brighton,h,2.4228,1.81856,1.66163,1.05739,"{'att': 252, 'def': 35}","{'att': 345, 'def': 14}",12,1,3,3,1.8558,d,2021-01-02,0,1,0,1,0.6042399999999999,Brighton,BHA
220,Brighton,a,0.177084,2.90855,0.177084,2.14738,"{'att': 370, 'def': 21}","{'att': 218, 'def': 20}",4,13,0,1,0.053899999999999997,l,2021-01-13,0,0,1,0,-1.970296,Brighton,BHA
220,Brighton,a,1.14424,0.245193,1.14424,0.245193,"{'att': 347, 'def': 20}","{'att': 130, 'def': 16}",11,8,1,0,2.3265000000000002,w,2021-01-16,1,0,0,3,0.8990469999999999,Brighton,BHA
220,Brighton,h,2.29129,0.513226,2.29129,0.513226,"{'att': 233, 'def': 34}","{'att': 154, 'def': 18}",12,2,0,0,2.6220999999999997,d,2021-01-27,0,1,0,1,1.778064,Brighton,BHA
220,Brighton,h,1.77386,0.372524,1.77386,0.372524,"{'att': 293, 'def': 31}","{'att': 194, 'def': 16}",21,6,1,0,2.4952,w,2021-01-31,1,0,0,3,1.401336,Brighton,BHA
220,Brighton,a,1.18977,1.09518,1.18977,1.09518,"{'att': 349, 'def': 12}","{'att': 225, 'def': 21}",1,11,1,0,1.4462,w,2021-02-03,1,0,0,3,0.09458999999999995,Brighton,BHA
220,Brighton,a,0.612682,1.88934,0.612682,1.88934,"{'att': 229, 'def': 18}","{'att': 216, 'def': 12}",5,13,1,1,0.4456,d,2021-02-06,0,1,0,1,-1.276658,Brighton,BHA
220,Brighton,h,2.33232,0.144036,2.33232,0.144036,"{'att': 192, 'def': 22}","{'att': 245, 'def': 15}",16,4,0,0,2.8152,d,2021-02-13,0,1,0,1,2.1882840000000003,Brighton,BHA
220,Brighton,h,2.59204,0.179886,2.59204,0.179886,"{'att': 131, 'def': 23}","{'att': 387, 'def': 10}",13,0,1,2,2.8445,l,2021-02-22,0,0,1,0,2.412154,Brighton,BHA
220,Brighton,a,3.12111,0.687091,1.59881,0.687091,"{'att': 95, 'def': 25}","{'att': 314, 'def': 22}",10,2,0,1,2.8303000000000003,l,2021-02-27,0,0,1,0,0.9117190000000001,Brighton,BHA
228,Fulham,h,0.126327,2.16287,0.126327,2.16287,"{'att': 425, 'def': 13}","{'att': 307, 'def': 14}",0,11,0,3,0.0587,l,2020-09-12,0,0,1,0,-2.036543,Fulham,FUL
228,Fulham,a,1.55503,1.45254,0.793862,0.691368,"{'att': 245, 'def': 26}","{'att': 259, 'def': 34}",4,5,3,4,1.4255,l,2020-09-19,0,0,1,0,0.10249399999999997,Fulham,FUL
228,Fulham,h,0.534675,2.03222,0.534675,2.03222,"{'att': 143, 'def': 24}","{'att': 307, 'def': 33}",5,10,0,3,0.36819999999999997,l,2020-09-28,0,0,1,0,-1.4975450000000001,Fulham,FUL
228,Fulham,a,0.969393,0.89359,0.969393,0.89359,"{'att': 297, 'def': 14}","{'att': 321, 'def': 22}",6,2,0,1,1.418,l,2020-10-04,0,0,1,0,0.07580299999999995,Fulham,FUL
228,Fulham,a,1.35611,1.66363,0.594945,0.902464,"{'att': 216, 'def': 17}","{'att': 349, 'def': 23}",1,1,1,1,1.0473,d,2020-10-18,0,1,0,1,-0.3075190000000001,Fulham,FUL
228,Fulham,h,1.05258,2.81049,1.05258,2.81049,"{'att': 181, 'def': 29}","{'att': 323, 'def': 15}",8,9,1,2,0.33120000000000005,l,2020-10-24,0,0,1,0,-1.75791,Fulham,FUL
228,Fulham,h,1.62247,0.482685,1.62247,0.482685,"{'att': 287, 'def': 23}","{'att': 187, 'def': 37}",4,3,2,0,2.3381,w,2020-11-02,1,0,0,3,1.139785,Fulham,FUL
228,Fulham,a,1.84922,1.42614,1.08806,1.42614,"{'att': 303, 'def': 8}","{'att': 222, 'def': 20}",5,6,0,1,1.7197,l,2020-11-07,0,0,1,0,-0.33807999999999994,Fulham,FUL
228,Fulham,h,1.87028,2.2508,1.10911,2.2508,"{'att': 286, 'def': 27}","{'att': 286, 'def': 21}",9,9,2,3,1.0824,l,2020-11-22,0,0,1,0,-1.1416899999999999,Fulham,FUL
